Datetime,Min,Max,Mean,Humidity,Precipitation
11-22-2020,18,26.1,21.8,62.88,0
11-23-2020,14,26,19.9,62.15,0
11-24-2020,15,25.6,19.9,71.26,0
11-25-2020,16,27,20.8,74.15,0
11-26-2020,17,25.5,21.2,77.85,0
11-27-2020,19,27.1,22.3,72.15,0
11-28-2020,17,28.1,22.3,66.41,0
11-29-2020,16,27.8,21.4,67.57,0
11-30-2020,16,27.6,21.5,62.86,0
12-01-2020,16,28,21.3,64.3,0
12-02-2020,16,27.1,21.6,66.92,0
12-03-2020,16,29,21.5,69.08,0
12-04-2020,16,28,22,71.8,0
12-05-2020,16,28,21.9,73.21,0
12-06-2020,17,29,22.5,73.84,0
12-07-2020,18,29,23.1,72.19,0
12-08-2020,16,24.8,20,88.32,0
12-09-2020,15,25.2,19.7,89.38,0
12-10-2020,16,26.1,19.8,87.57,0
12-11-2020,15,21,17.7,92.07,0
12-12-2020,14,23.8,18.2,83.93,0
12-13-2020,15,26.6,20.7,79.35,0
12-14-2020,16,26.5,21.3,75.23,0
12-15-2020,17,26.1,21.4,69.74,0
12-16-2020,17,26.5,21.5,66.89,0
12-17-2020,16,24.8,20.2,69.84,0
12-18-2020,14,23.1,18.2,68.15,0
12-19-2020,12,21.6,15.9,63.35,0
12-20-2020,11,22,15.7,65.97,0
12-21-2020,11,22.5,16.5,71.51,0
12-22-2020,12,23.1,17.1,75.57,0
12-23-2020,12,24.1,17.8,75.41,0
12-24-2020,13,24.8,19,72.97,0
12-25-2020,13,24.6,18.2,72.09,0
12-26-2020,12,23.6,17.3,66.89,0
12-27-2020,11,23.6,16.9,62.17,0
12-28-2020,11,23.7,17,67.89,0
12-29-2020,11,24.6,17.2,69.64,0
12-30-2020,12,24.6,17.9,68.07,0
12-31-2020,13,24.6,17.9,63.38,0
01-01-2021,13,25,18.6,65.61,0
01-02-2021,14.4,25,19,65.34,0
01-03-2021,13,26.1,19.2,69.17,0
01-04-2021,15.3,28,21,68.83,0
01-05-2021,16,28.1,21.9,68.74,0
01-06-2021,16.8,29.2,22.7,69.08,0
01-07-2021,19.6,31,24.6,66.06,0
01-08-2021,19,29,23.8,67.56,0
01-09-2021,20,28.4,23.6,66.58,0
01-10-2021,20.3,29.4,24.7,66.89,0
01-11-2021,20,28.1,23.8,73.4,0
01-12-2021,17,26.1,21.5,74.42,0
01-13-2021,16,22.6,19.1,73.21,0
01-14-2021,15,24.1,19.4,70.99,0
01-15-2021,14,23.9,18.5,72.04,0
01-16-2021,14,23.1,17.6,78.18,0
01-17-2021,13,23.1,17.6,77.46,0
01-18-2021,13,24,18.3,78.72,0
01-19-2021,14,25.4,19.6,81.27,0
01-20-2021,18,27,22,83.13,0
01-21-2021,16,27,20.6,65.14,0
01-22-2021,15,25,19.7,66.42,0
01-23-2021,14,23,17.7,79.11,0
01-24-2021,13,25.6,18.8,79.97,0
01-25-2021,16,26,20.7,77.61,0
01-26-2021,15,22.5,18.2,81.94,0
01-27-2021,13,23,17.8,70.06,0
01-28-2021,12,24,17.4,68.52,0
01-29-2021,13,25.1,18.7,69.19,0
01-30-2021,15.2,23,18.4,65.68,0
01-31-2021,11,23,17,66.55,0
02-01-2021,12,23,17.1,63.1,0
02-02-2021,12,24.1,18.1,59.37,0
02-03-2021,13.1,25,18.2,61.91,0
02-04-2021,14,27,19.8,59.98,0
02-05-2021,14,28,21.2,59.81,0
02-06-2021,16.1,27.1,21.4,60.86,0
02-07-2021,17.2,24.5,20.6,65.36,0.32
02-08-2021,15,26,19.9,62.08,0
02-09-2021,14.6,27,20.5,59.31,0
02-10-2021,14,28,21.2,61.7,0
02-11-2021,15.9,29,21.9,67.19,0
02-12-2021,18,29,23.2,61.57,0
02-13-2021,17,29,22.8,70.89,0
02-14-2021,20,29,24.1,73.64,0
02-15-2021,20.8,30,24.2,70.79,0
02-16-2021,20,31,24.5,70.09,0
02-17-2021,19,27.1,22.7,75.23,0
02-18-2021,18,30,23.6,63.62,0
02-19-2021,20,30,24.4,64.24,0
02-20-2021,20.7,28,23.7,68.12,0
02-21-2021,18,30,24,58.32,0
02-22-2021,18,30,24.2,60.74,0
02-23-2021,19.7,32,25.5,59.79,0
02-24-2021,21.9,32,26,66.91,0
02-25-2021,20.9,34,27.3,53.88,0
02-26-2021,22,35,27.7,61.29,0
02-27-2021,21.9,34.6,28.3,49.64,0
02-28-2021,23.5,36,28.9,57.38,0
03-01-2021,24,35,28.1,66.57,0
03-02-2021,23,32.9,27.7,73.17,0
03-03-2021,22,32,26.8,53.49,0
03-04-2021,20,33,26.7,56.65,0
03-05-2021,24,33,27.5,71.86,0
03-06-2021,22.9,35,28.4,57.31,0
03-07-2021,21,33.7,27.4,65.8,0
03-08-2021,25,33.2,27.8,72.53,0
03-09-2021,24,32.6,27.2,77.56,0
03-10-2021,24,30.3,26.9,81.88,0
03-11-2021,24,31.6,27.5,81.85,0
03-12-2021,24.9,31.3,27.6,79.36,0
03-13-2021,22,30.6,25.9,73.17,0
03-14-2021,20,32.1,25.7,62.73,0
03-15-2021,23,34.1,28.2,56.88,0
03-16-2021,24,35.1,28.7,55.75,0
03-17-2021,24,35.6,29.4,48.16,0
03-18-2021,23,35,29.2,49.72,0
03-19-2021,23,36,29.6,45.78,0
03-20-2021,24,36.1,30.2,50.11,0
03-21-2021,25,36.4,30.3,59.28,0
03-22-2021,25,36.7,30.7,57.64,0
03-23-2021,25,36.2,30.7,55.99,0
03-24-2021,26,36.7,30.7,57.31,0
03-25-2021,26,37.2,31.2,43.24,0
03-26-2021,25.6,36.1,30.8,41.15,0
03-27-2021,24,35.6,30,48.91,0
03-28-2021,25,35,30,66.32,0
03-29-2021,25,36.1,29.9,75.48,0
03-30-2021,27.8,37.7,31.3,74.41,0
03-31-2021,27.6,39,32.3,61.74,0
04-01-2021,26,38.4,31.2,65.57,0
04-02-2021,27,35.1,30.4,68.5,0
04-03-2021,27,36,30.6,70.26,0
04-04-2021,22,36,29.9,63.81,0.08
04-05-2021,23,34,28.1,64.73,27.1
04-06-2021,25.6,35.9,29.6,66.13,0
04-07-2021,26,34,29.3,73.53,0
04-08-2021,26.6,34,29.6,77.12,0
04-09-2021,26.7,34,30,73.86,0
04-10-2021,27.4,35.1,30.5,73.46,0
04-11-2021,26.8,36,31,62.37,0
04-12-2021,27,37,31.3,63.04,0
04-13-2021,27.1,37,31.2,67.6,0
04-14-2021,27,38,31.4,69.24,0
04-15-2021,27,36,31.1,70.01,0
04-16-2021,27.9,34.3,30.7,67.26,0
04-17-2021,23,33.6,28.9,72.38,0.22
04-18-2021,24,34,29.4,70.61,0
04-19-2021,26,38,31.4,55.35,0
04-20-2021,27.9,37,31.6,71.63,0
04-21-2021,23.8,37,31.1,71.15,8.91
04-22-2021,24.3,31,27.7,78.35,0
04-23-2021,25.5,37,30.5,58.41,0
04-24-2021,25,38.1,32.3,52.02,0
04-25-2021,28.3,39.2,33.1,54.39,0
04-26-2021,28.1,39,32.7,59.19,0
04-27-2021,27.9,38.1,32.1,70.5,0
04-28-2021,28,36.4,31.4,74.62,0
04-29-2021,27,36,31.1,64.53,0
04-30-2021,27,36,31,60.39,0
05-01-2021,26,36,30.9,54.44,0
05-02-2021,24.9,35.4,29.1,73.99,0.98
05-03-2021,23.2,35,28.6,66.69,1.62
05-04-2021,21,29.3,25.3,84.51,21.41
05-05-2021,24,33,26.6,82.16,0.73
05-06-2021,23,34.3,28.4,74.4,10.52
05-07-2021,25,35.1,29.1,71.95,0.41
05-08-2021,26,34.3,30,69.71,0
05-09-2021,23,35,28.3,81.41,29.28
05-10-2021,24,34,28.4,81.7,0
05-11-2021,23,33.6,26.9,89.13,99.82
05-12-2021,22,32.1,27.1,84.73,11.09
05-13-2021,24.2,31.2,27.7,81.5,0.9
05-14-2021,24.8,35,30.1,75.52,0
05-15-2021,28,37,31.9,74.69,0
05-16-2021,29,35.7,31.8,76.99,0
05-17-2021,29,37,32.5,74.64,0
05-18-2021,26.8,38.4,32.5,76.55,0.19
05-19-2021,25.9,36.4,31.8,76.8,1.62
05-20-2021,29.3,36,32.6,74.58,0
05-21-2021,29.6,37,32.8,70.35,0
05-22-2021,29,36,31.7,79.34,1.07
05-23-2021,29.5,37,32.9,73.26,0
05-24-2021,26,33,29,88.79,32.96
05-25-2021,26.6,30.5,27.8,90.43,5.78
05-26-2021,25,29.1,27.1,91.6,33.08
05-27-2021,26,32,28.1,91.84,92.96
05-28-2021,28,34,30.7,82.92,0
05-29-2021,28,34,30.7,81.51,0
05-30-2021,28,35,31.1,84.21,0
05-31-2021,25.6,29.4,27.6,91.48,10.55
06-01-2021,26,35.5,30.2,83.81,1.06
06-02-2021,26,34,29.4,78.46,0
06-03-2021,28,36,31.5,76.14,0
06-04-2021,29,36.5,32.2,72.26,0
06-05-2021,23,38,31.2,73.02,0.7
06-06-2021,23,38,30.5,73.04,1.62
06-07-2021,25,37,30.3,77.53,16.94
06-08-2021,26,35,30.4,76.02,0.44
06-09-2021,26.2,33,29.4,79.13,0.12
06-10-2021,27,33,29.5,81.42,0.02
06-11-2021,27,33,28.7,87.62,16.24
06-12-2021,26.7,34,29.3,87.2,0.52
06-13-2021,27,33.2,29.6,90.67,25.9
06-14-2021,28,33,30,91.35,11.4
06-15-2021,26,31,28.4,92.55,4.19
06-16-2021,26.2,29,27.7,93.98,40.21
06-17-2021,24.9,28,26.2,95.63,156.86
06-18-2021,24.7,31,27.6,92.88,16.95
06-19-2021,25.2,29,26.1,95.74,12.28
06-20-2021,25.4,31,27.7,96.01,9.95
06-21-2021,25.9,34,29.6,90.4,5.45
06-22-2021,26.2,32,29,89.05,5.11
06-23-2021,26.9,33,29.6,92.1,2.74
06-24-2021,27.4,34.2,31.2,84.82,0
06-25-2021,28,35,31.3,81.81,0.01
06-26-2021,28.8,34,31.3,85.25,4.87
06-27-2021,28.7,33,30.3,89.66,6.62
06-28-2021,28.3,34,31,83.29,2.49
06-29-2021,29,33,30.9,85.95,0
06-30-2021,26.9,34,31,86.01,11.45
07-01-2021,25.4,33,28,92.18,9.32
07-02-2021,25.6,35,28.7,88.81,18.31
07-03-2021,27.8,34,30.8,84.66,6.49
07-04-2021,27,33,29.7,87.19,13.6
07-05-2021,28.2,35,31.4,81.82,0
07-06-2021,29,34,30.8,87.61,2.85
07-07-2021,26,35,29.7,86.35,82.01
07-08-2021,27,31,28.9,91.62,20.27
07-09-2021,27.9,35,31,81.42,0
07-10-2021,28.5,34,31.2,80.94,0.01
07-11-2021,28.9,35,31.4,79.82,2.52
07-12-2021,28.8,34,30.8,81.98,0.52
07-13-2021,28,34,30.3,82.2,7.37
07-14-2021,28,34,30.4,81.29,0.34
07-15-2021,27.9,35,31.6,77.08,0
07-16-2021,29.2,35,31.6,77.3,0.49
07-17-2021,26,34,30.4,83.25,0
07-18-2021,28.9,35.7,31.5,78.32,0
07-19-2021,28.3,33.6,30.5,85.49,0.39
07-20-2021,27.9,30.5,29.1,88.31,0.9
07-21-2021,28,33,30.2,84.21,2.03
07-22-2021,28,33.1,29.9,83.68,0.68
07-23-2021,27.6,31,28.9,89.94,19.92
07-24-2021,26.9,30,28.5,92.31,35.56
07-25-2021,27.7,35,30.3,85.88,0.42
07-26-2021,28,35,30.6,85.42,13.79
07-27-2021,28,32,29.6,89.3,1.68
07-28-2021,27.5,30.7,28.9,89.38,54.82
07-29-2021,26.5,29,27.7,91.97,140.86
07-30-2021,26.4,31,28.8,90.64,12.31
07-31-2021,27.1,32,29.5,86.27,0.81
08-01-2021,27.6,34,30.7,82.57,0
08-02-2021,28.9,34,31,82.61,0
08-03-2021,26.7,32,29.7,86.64,32.7
08-04-2021,27,31,28.7,91.43,20.85
08-05-2021,27.7,34,30,87.24,1.26
08-06-2021,26,34,30,84.23,16.21
08-07-2021,27,32,29.3,89.87,2.67
08-08-2021,26.5,32,28.8,90.94,18.87
08-09-2021,28.2,34,30.8,84.52,0
08-10-2021,29.2,35,31.2,84.68,7.54
08-11-2021,29.3,35,31.8,82.26,0
08-12-2021,28,33,30.1,90.32,16.37
08-13-2021,28.2,33,29.9,89.59,0
08-14-2021,28.8,34.1,30.7,86.76,0.7
08-15-2021,28.7,35,31.8,77.79,0
08-16-2021,28.9,32,30.5,87,0.73
08-17-2021,28,31,29.2,88.75,1.59
08-18-2021,26.2,32,28.8,90.09,6.26
08-19-2021,27,30,28.3,91.31,3.91
08-20-2021,26.2,29,28,91.91,0.92
08-21-2021,27.2,32,29.4,88.07,2.43
08-22-2021,27.6,35,31.2,77.48,0
08-23-2021,28.6,35,31.8,79.56,0.08
08-24-2021,28.5,35,31.4,80.08,0.05
08-25-2021,28,35,31,83.35,0.81
08-26-2021,26.7,34,29.3,87.69,26.29
08-27-2021,26.5,31,28.4,91.79,12.58
08-28-2021,27.3,33,29.6,86.86,8.31
08-29-2021,27.6,32,29.3,88.87,0.78
08-30-2021,27.8,32,29.6,85.61,18.11
08-31-2021,28,34,30.3,85.11,1.62
09-01-2021,27.4,34.1,30.8,80.92,0
09-02-2021,28,34,30.7,79.51,1.07
09-03-2021,28,34,31.1,79.98,0.16
09-04-2021,28.1,35,31.4,79.77,0.54
09-05-2021,28.2,35,31.6,79.78,0.01
09-06-2021,28,34,29.7,86.17,5.8
09-07-2021,25.9,31,27.4,91.73,44.89
09-08-2021,26.5,32,29.2,86.29,0.09
09-09-2021,27.2,34,30,83.47,0.17
09-10-2021,27.1,35,30.5,81.34,1.41
09-11-2021,27,33,29,87.68,12.25
09-12-2021,27.4,33,29.7,84.58,3.41
09-13-2021,27,30,28.5,89.28,13.22
09-14-2021,25.6,28,26.6,92.29,60.19
09-15-2021,25.4,32,28.1,89.57,49.95
09-16-2021,27.3,32,29.4,87.89,3.58
09-17-2021,27.2,33,29.5,87.18,33.31
09-18-2021,27,31,28.1,91.07,16.55
09-19-2021,26.3,33,28.8,88.6,1.98
09-20-2021,25,28,26.3,94.78,150.37
09-21-2021,25.2,30,27.3,90.92,16.15
09-22-2021,26.7,30,27.7,91.37,16.99
09-23-2021,26.6,32,29.2,88.22,13.78
09-24-2021,26.7,35,30.5,80.21,0
09-25-2021,27.8,33,29.8,88.41,0.09
09-26-2021,27,34.6,29.1,88.67,10.18
09-27-2021,27.1,33,29.6,85.56,0.72
09-28-2021,25.9,30,27.5,89.67,4.08
09-29-2021,25.1,28,26.5,92.27,85.41
09-30-2021,26,33,28.7,88.26,5.73
10-01-2021,27,34,30.2,82.63,1.78
10-02-2021,27.4,34,30.6,81.3,0
10-03-2021,27.8,34,30.6,85.87,0.81
10-04-2021,27,34,30.4,83.06,0
10-05-2021,28,34,29.9,86.67,0.72
10-06-2021,27.4,33.1,29.5,86.04,2.31
10-07-2021,27,34,29.6,86.09,0.13
10-08-2021,27.5,35,30.9,80.39,0.08
10-09-2021,28,35,30.7,83.46,1.85
10-10-2021,27,34,30.3,83.88,0.42
10-11-2021,27.4,35,31,76.71,0
10-12-2021,27.4,35,30.8,78.6,0
10-13-2021,27.9,33,30.5,86.03,0.01
10-14-2021,27.1,35,30.1,84.39,8.91
10-15-2021,25.7,36,30.6,82.99,18.73
10-16-2021,25.6,34,29.4,85.67,6.31
10-17-2021,25,33,27.9,90.31,8.56
10-18-2021,25.4,28,26.7,93.69,40.42
10-19-2021,25.4,28,26.7,91.85,13.53
10-20-2021,26.4,31,28.2,90.93,2.64
10-21-2021,25.7,33,28.8,77.32,0.71
10-22-2021,25.9,34,29.5,74.07,0
10-23-2021,24.5,33,28.7,76.2,0
10-24-2021,24.8,32,28.2,81.77,1.9
10-25-2021,24.6,32,28.2,81.31,5.67
10-26-2021,24.9,33,28.5,79.63,0
10-27-2021,25.3,32,28.5,83.36,0
10-28-2021,26,32,28.3,83.45,8.25
10-29-2021,24.6,33,28.4,75.86,0
10-30-2021,23.4,32,27.7,68.05,0
10-31-2021,22.8,32,26.8,66.13,0
11-01-2021,22.1,32,26.4,67.28,0
11-02-2021,21.4,31,26.4,67.59,0
11-03-2021,22.4,31,26.7,66.75,0
11-04-2021,21.7,31,26.4,67.88,0
11-05-2021,20.4,30,25.3,69.58,0
11-06-2021,19.9,30,24.9,65.8,0
11-07-2021,20,30,25.1,64,0
11-08-2021,19.4,30,24.9,65.78,0
11-09-2021,19.9,31,25.3,69.65,0
11-10-2021,20.4,31,25.9,69.59,0
11-11-2021,22.2,31,26.6,70.4,0
11-12-2021,23.3,30,26.8,73.91,0
11-13-2021,23,28,25.4,81.23,0.43
11-14-2021,22,26,23.9,84.64,0
11-15-2021,21.4,24,22.7,88.12,0.33
11-16-2021,21.7,29,24.9,77.54,0
11-17-2021,19.4,29,24.3,70.92,0
11-18-2021,18.9,30,24.1,70.68,0
11-19-2021,20.1,30,25.1,69.62,0
11-20-2021,20.7,32,26,72.03,0
11-21-2021,22.4,31,26.4,72.77,0
11-22-2021,22.1,32,27,73.09,0
11-23-2021,23.9,31,26.9,75.15,0
11-24-2021,21.9,31,25.3,64.75,0
11-25-2021,20,31,24.6,70.5,0
11-26-2021,20,29,23.9,70.62,0
11-27-2021,18.9,28,23.1,71.81,0
11-28-2021,18.7,29,23.1,73.24,0
11-29-2021,17.9,29,23.2,69.07,0
11-30-2021,19,29,23.3,70.24,0
12-01-2021,18.6,29,23.3,70.21,0
12-02-2021,19.2,29,23.8,69.66,0
12-03-2021,18,29,23.6,73.94,0
12-04-2021,20.9,24,22.2,86.19,1.73
12-05-2021,20.8,23,21.8,90.39,31.05
12-06-2021,21.4,23,22.2,92.24,63.28
12-07-2021,20.6,26,23.1,89.75,0
12-08-2021,19.8,28,23.2,86.5,0
12-09-2021,20.4,27,23,84.62,2.61
12-10-2021,19.9,27,23.1,78.66,0
12-11-2021,19,28,23.2,80.35,0
12-12-2021,18.3,25,21.5,74.47,0
12-13-2021,16.1,26,20.8,69.4,0
12-14-2021,15.6,26,20.4,71.04,0
12-15-2021,15.3,26,20,70.15,0
12-16-2021,15,25,19.5,77.38,0
12-17-2021,15.2,25,19.8,70.75,0
12-18-2021,14.5,25,19.9,77.86,0
12-19-2021,15,22,18.4,66.91,0
12-20-2021,12,22,17,58.19,0
12-21-2021,12.8,23,17.6,71.79,0
12-22-2021,14.4,24,19,73.47,0
12-23-2021,14,24,18.9,77.5,0
12-24-2021,14.5,25,19.6,77.97,0
12-25-2021,15.3,26,20.2,77.89,0
12-26-2021,16.4,26,21,82.04,0
12-27-2021,16,26,21.3,83.47,0
12-28-2021,17.8,26,21.1,79.94,0
12-29-2021,18,25,20.7,81.38,0
12-30-2021,17,23,19.4,88.3,0.99
12-31-2021,15,24,19.7,82.2,0
01-01-2022,16,23,19.1,79.26,0
01-02-2022,14,23,17.9,82.32,0
01-03-2022,14,24,18.4,77.64,0
01-04-2022,13,23,17.6,78.03,0
01-05-2022,13,24,17.9,75.68,0
01-06-2022,13.9,25,19,73.7,0
01-07-2022,15,26,20.2,77.5,0
01-08-2022,16,27,21.4,73.44,0
01-09-2022,16.8,27,21.4,79.58,0
01-10-2022,16,26.7,21.6,79.62,0
01-11-2022,18,27,22.2,82.6,11.51
01-12-2022,18,22,19.5,89.12,0.01
01-13-2022,18,25,20.7,87.16,0.49
01-14-2022,17,20.6,18.9,86.18,0.54
01-15-2022,16.9,23.2,19.2,81.87,0
01-16-2022,15,22.2,18.3,76,0
01-17-2022,13.8,23,17.9,78.31,0
01-18-2022,14,23,18.2,75.42,0
01-19-2022,14.6,23,18.2,78.74,0
01-20-2022,13,23,17.7,74.21,0
01-21-2022,14.9,24.6,19.4,83.19,0
01-22-2022,16,23.1,19.8,88.23,1
01-23-2022,17,22.1,19.2,91.53,4.88
01-24-2022,16.9,22,18.8,86.01,0
01-25-2022,16,25,20.8,87.04,0
01-26-2022,17,24.8,20.7,82.1,0.01
01-27-2022,16.3,23,19.6,74.88,0
01-28-2022,13,21,16.9,67.58,0
01-29-2022,12,21.1,16.6,70.36,0
01-30-2022,12,23,17.7,67.79,0
01-31-2022,14,26,19.9,77.41,0
02-01-2022,16,27,21.1,74.13,0
02-02-2022,17,27.7,21.9,74.9,0
02-03-2022,18,27.2,22.8,83.19,0
02-04-2022,17,24,19.4,92.29,27.57
02-05-2022,16.3,23,19.4,74.17,0
02-06-2022,13,23,18.1,69.76,0
02-07-2022,14.3,25,19,75.23,0
02-08-2022,14,26,20.2,78.29,0
02-09-2022,16.9,26.1,21.4,82.56,0
02-10-2022,17,22.8,20.4,90.65,0.16
02-11-2022,17.2,24,20.1,81.92,0
02-12-2022,14.9,24,19.3,65.14,0
02-13-2022,14.8,25,19.5,64.76,0
02-14-2022,14,25.3,20,61.57,0
02-15-2022,14.6,26,20,65.15,0
02-16-2022,15,26,20.5,65.09,0
02-17-2022,17,27,21.7,66.17,0
02-18-2022,17,27,21.9,62.46,0
02-19-2022,16,28,22,60.8,0
02-20-2022,17,27,22.5,82.42,0
02-21-2022,17,29,22.6,66.84,0
02-22-2022,17,28.1,23.4,75.69,0
02-23-2022,19,29,23.7,75.93,0
02-24-2022,19,29.2,24.3,81.66,0
02-25-2022,20.3,26,22.7,79.91,0.98
02-26-2022,19,30.3,24.8,68.15,0
02-27-2022,20.4,31,24.5,79.03,2.51
02-28-2022,20.9,30.4,25.3,71.13,0
03-01-2022,20.8,30.1,25.3,67.42,0
03-02-2022,21,30.7,25.5,65.59,0
03-03-2022,20,30.9,25.2,68.93,0
03-04-2022,21,31.2,25.8,64.6,0
03-05-2022,21,32,26.5,65.1,0
03-06-2022,22,31.6,26.4,56.72,0
03-07-2022,21,30.8,25.8,59.51,0
03-08-2022,21.4,32,26.2,59.59,0
03-09-2022,21,32.3,26.5,56.54,0
03-10-2022,21,33,26.6,55.61,0
03-11-2022,21.9,32.1,26.8,54.73,0
03-12-2022,21,32.3,26.7,55.54,0
03-13-2022,21.8,32.3,26.8,54.58,0
03-14-2022,21,33,27.4,52.47,0
03-15-2022,22,35.1,29,46.93,0
03-16-2022,25,35.6,30,45.65,0
03-17-2022,23,35.5,29,61.46,0
03-18-2022,25,35.2,29.2,59.35,0
03-19-2022,24.8,35,29.4,47.1,0
03-20-2022,24,34.3,28.9,65.36,0
03-21-2022,25,34.6,29.1,73.95,0
03-22-2022,25.9,34.2,29.5,74.12,0
03-23-2022,26,35,29.4,73.96,0
03-24-2022,25.8,34,29.1,76.88,0
03-25-2022,26.4,33,29.1,78.67,0
03-26-2022,27,32.2,29.2,80.17,0
03-27-2022,25.6,34,29.7,75.48,0.04
03-28-2022,26.5,37,30.7,67.69,0
03-29-2022,27,35.2,30.1,74.95,0
03-30-2022,27,33.4,29.5,79.13,0
03-31-2022,27,33,29.6,78.73,0
04-01-2022,27,33,29.5,79.37,0
04-02-2022,27,33,29.4,77.72,0
04-03-2022,27,33.4,29.6,79.19,0
04-04-2022,27,33,29.6,76.29,0
04-05-2022,27,33,29.1,75.94,0
04-06-2022,26,33,29.3,75.04,0
04-07-2022,26,34,29.4,77.36,0
04-08-2022,26,34,29.4,74.51,0
04-09-2022,26,34,29.6,77.4,0
04-10-2022,27,34,29.9,77.75,0
04-11-2022,28,34.2,30.3,76.96,0
04-12-2022,27,33.6,29.9,79.29,0
04-13-2022,27.8,34,30.1,78.78,0
04-14-2022,28,34.6,30.6,79.46,0
04-15-2022,28,37,31.4,73.72,0
04-16-2022,27,35.2,30.8,76.57,0
04-17-2022,27,35,30.3,76.16,0
04-18-2022,27.9,35.6,30.7,77.69,0
04-19-2022,27,34,30.4,77.48,0
04-20-2022,28,35,30.5,76.48,0
04-21-2022,26,35,30.5,75.08,0
04-22-2022,28,36.2,31.2,70.74,0.01
04-23-2022,27,39,32.3,65.12,0
04-24-2022,28,41,33.2,65.62,0
04-25-2022,28.9,39,32.7,70.98,0
04-26-2022,29,38.1,32.5,74.31,0
04-27-2022,28.7,37,32.7,70.96,0
04-28-2022,29,37,32.3,73.57,0
04-29-2022,29,37,31.9,71.46,0.18
04-30-2022,23.4,35,29.9,68.36,39.05
05-01-2022,23.4,34.5,29.6,67.72,2.45
05-02-2022,23,34,29.1,74.02,15.1
05-03-2022,24,30,27.9,78.32,1.72
05-04-2022,24.9,33,29.4,75.5,0
05-05-2022,26.1,36,29.8,73.04,0.07
05-06-2022,25.8,35.7,30.8,64.1,0
05-07-2022,27.7,36,31.5,66.93,0.81
05-08-2022,28.1,35,31.6,66.65,0
05-09-2022,25.4,32,27.8,83.99,49.58
05-10-2022,26.9,33,29.1,84.2,31.3
05-11-2022,25.7,31,28.6,85.55,20.18
05-12-2022,28,34,30.3,79.33,9.67
05-13-2022,24,34,30.6,76.08,20.7
05-14-2022,24.7,34.5,30.4,77.94,27.15
05-15-2022,27,35,31.1,78.06,19.45
05-16-2022,28.6,35,31.5,73.82,0
05-17-2022,29.2,35,31.9,73.32,0.08
05-18-2022,29.3,36,32,73.78,0
05-19-2022,28.3,34,30.9,79.64,0.31
05-20-2022,29.1,36,32.2,74.69,0
05-21-2022,24.3,36,30.7,71.86,25.52
05-22-2022,26.4,32,29.2,70.74,0
05-23-2022,25.7,34.1,30.6,73.69,0
05-24-2022,28.2,34.3,31,73.2,5.41
05-25-2022,26,36,31,72.15,2.31
05-26-2022,26,36.5,30.1,72.71,4.86
05-27-2022,26.4,36.6,31.7,67.19,0
05-28-2022,26.6,37.4,32.4,69.84,11.14
05-29-2022,26.7,33.7,29.7,77.36,6.48
05-30-2022,27.7,35,31.2,74.61,0
05-31-2022,28.8,34,30.9,78.91,0.91
06-01-2022,28.1,33.2,30.6,79.46,0
06-02-2022,27.5,35,31.2,76.59,1.67
06-03-2022,27.1,34,30.5,79.41,0
06-04-2022,29.5,35,32,76.42,0.08
06-05-2022,29.4,36,32.4,74.56,0
06-06-2022,29.6,36,32.2,74.27,0
06-07-2022,29.7,36,32.4,73.68,0
06-08-2022,28,36,31.9,74.94,0
06-09-2022,25.8,35,31.4,77.08,1.9
06-10-2022,26,34,30,75.12,1.89
06-11-2022,28,33,30.5,81.3,14.59
06-12-2022,28.3,35,31.7,79.18,0
06-13-2022,29.6,36,32.5,75.54,0
06-14-2022,25,36,31.8,76.52,0
06-15-2022,27.2,34,30.5,80.15,43.68
06-16-2022,29.4,35,31.4,77.18,0
06-17-2022,26.6,34,30.2,78.06,5.76
06-18-2022,26.5,32,29.3,82.96,6.45
06-19-2022,25.7,34,29.8,79.78,0.57
06-20-2022,25.9,32,29.4,81.1,0
06-21-2022,26.9,34.2,30.2,77.51,1.47
06-22-2022,26,32,29.4,82.15,4.09
06-23-2022,27.8,33,30,79.71,0
06-24-2022,27.6,33,29,83.87,1.45
06-25-2022,27,30,27.9,88.17,20.2
06-26-2022,27,31.2,29,85.16,12.91
06-27-2022,27.5,34,30.7,76.92,0
06-28-2022,28,34.1,30.9,74.39,0.05
06-29-2022,28,34,30.5,78.79,0.24
06-30-2022,27.5,32,29.5,84.1,1.25
07-01-2022,28,31.5,29.5,84.49,0.09
07-02-2022,27.3,33.6,29.4,83.77,39.52
07-03-2022,26.4,30.4,28.7,84.75,2.9
07-04-2022,27.9,34,30.4,79.48,0.1
07-05-2022,28,33,29.8,81.17,6.52
07-06-2022,27.8,31,29.1,84.6,22.37
07-07-2022,27,33.6,30.4,78.72,0.17
07-08-2022,28,32,30.1,80.97,6.09
07-09-2022,28,32.8,29.7,81.49,0.65
07-10-2022,27,32,28.8,85.68,12.32
07-11-2022,27,33,29.4,82.24,0.63
07-12-2022,27,31.9,29,84.19,6.5
07-13-2022,27.8,32,29.2,84.61,8.48
07-14-2022,27.7,33,29.3,84.03,12.41
07-15-2022,27,34,29.4,82.38,3.18
07-16-2022,27,32,29.3,84.39,13.03
07-17-2022,27.7,32.5,29.5,83.08,5.8
07-18-2022,27,33.2,29.7,80.43,2.02
07-19-2022,27,33,30.1,79.95,0.16
